,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Imp_Embarked_mf,Imp_Age_Mean,Imp_Age_Median,Imp_Age_Rand,Imp_Det_Lin,Imp_Sto_Lin
268,269,1,1,0,58.0,0,1,153.4625,1.0,1.0,58.0,58.0,58.0,58.0,58.0
269,270,1,1,0,35.0,0,0,135.6333,1.0,1.0,35.0,35.0,35.0,35.0,35.0
270,271,0,1,1,,0,0,31.0,1.0,1.0,29.69911764705882,28.0,27.0,41.99171550138387,42.0
271,272,1,3,1,25.0,0,0,0.0,1.0,1.0,25.0,25.0,25.0,25.0,25.0
272,273,1,2,0,41.0,0,1,19.5,1.0,1.0,41.0,41.0,41.0,41.0,41.0
273,274,0,1,1,37.0,0,1,29.7,2.0,2.0,37.0,37.0,37.0,37.0,37.0
274,275,1,3,0,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,75.0,22.851980259751862,23.0
275,276,1,1,0,63.0,1,0,77.9583,1.0,1.0,63.0,63.0,63.0,63.0,63.0
276,277,0,3,0,45.0,0,0,7.75,1.0,1.0,45.0,45.0,45.0,45.0,45.0
277,278,0,2,1,,0,0,0.0,1.0,1.0,29.69911764705882,28.0,16.0,35.69535051611548,36.0
278,279,0,3,1,7.0,4,1,29.125,3.0,3.0,7.0,7.0,7.0,7.0,7.0
279,280,1,3,0,35.0,1,1,20.25,1.0,1.0,35.0,35.0,35.0,35.0,35.0
280,281,0,3,1,65.0,0,0,7.75,3.0,3.0,65.0,65.0,65.0,65.0,65.0
281,282,0,3,1,28.0,0,0,7.8542,1.0,1.0,28.0,28.0,28.0,28.0,28.0
282,283,0,3,1,16.0,0,0,9.5,1.0,1.0,16.0,16.0,16.0,16.0,16.0
283,284,1,3,1,19.0,0,0,8.05,1.0,1.0,19.0,19.0,19.0,19.0,19.0
284,285,0,1,1,,0,0,26.0,1.0,1.0,29.69911764705882,28.0,33.0,42.03706681350676,43.0
285,286,0,3,1,33.0,0,0,8.6625,2.0,2.0,33.0,33.0,33.0,33.0,33.0
286,287,1,3,1,30.0,0,0,9.5,1.0,1.0,30.0,30.0,30.0,30.0,30.0
287,288,0,3,1,22.0,0,0,7.8958,1.0,1.0,22.0,22.0,22.0,22.0,22.0
288,289,1,2,1,42.0,0,0,13.0,1.0,1.0,42.0,42.0,42.0,42.0,42.0
289,290,1,3,0,22.0,0,0,7.75,3.0,3.0,22.0,22.0,22.0,22.0,22.0
290,291,1,1,0,26.0,0,0,78.85,1.0,1.0,26.0,26.0,26.0,26.0,26.0
291,292,1,1,0,19.0,1,0,91.0792,2.0,2.0,19.0,19.0,19.0,19.0,19.0
292,293,0,2,1,36.0,0,0,12.875,2.0,2.0,36.0,36.0,36.0,36.0,36.0
293,294,0,3,0,24.0,0,0,8.85,1.0,1.0,24.0,24.0,24.0,24.0,24.0
294,295,0,3,1,24.0,0,0,7.8958,1.0,1.0,24.0,24.0,24.0,24.0,24.0
295,296,0,1,1,,0,0,27.7208,2.0,2.0,29.69911764705882,28.0,7.0,41.09947673005104,41.0
296,297,0,3,1,23.5,0,0,7.2292,2.0,2.0,23.5,23.5,23.5,23.5,23.5
297,298,0,1,0,2.0,1,2,151.55,1.0,1.0,2.0,2.0,2.0,2.0,2.0
298,299,1,1,1,,0,0,30.5,1.0,1.0,29.69911764705882,28.0,76.0,41.996250632596166,42.0
299,300,1,1,0,50.0,0,1,247.5208,2.0,2.0,50.0,50.0,50.0,50.0,50.0
300,301,1,3,0,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,50.0,22.851980259751862,23.0
301,302,1,3,1,,2,0,23.25,3.0,3.0,29.69911764705882,28.0,6.0,18.905257161654717,18.0
302,303,0,3,1,19.0,0,0,0.0,1.0,1.0,19.0,19.0,19.0,19.0,19.0
303,304,1,2,0,,0,0,12.35,3.0,3.0,29.69911764705882,28.0,8.0,29.38780017302911,30.0
304,305,0,3,1,,0,0,8.05,1.0,1.0,29.69911764705882,28.0,32.0,29.044791783167327,29.0
305,306,1,1,1,0.92,1,2,151.55,1.0,1.0,0.92,0.92,0.92,0.92,0.92
306,307,1,1,0,,0,0,110.8833,2.0,2.0,29.69911764705882,28.0,2.0,35.9936023807753,36.0
307,308,1,1,0,17.0,1,0,108.9,2.0,2.0,17.0,17.0,17.0,17.0,17.0
308,309,0,2,1,30.0,1,0,24.0,2.0,2.0,30.0,30.0,30.0,30.0,30.0
309,310,1,1,0,30.0,0,0,56.9292,2.0,2.0,30.0,30.0,30.0,30.0,30.0
310,311,1,1,0,24.0,0,0,83.1583,2.0,2.0,24.0,24.0,24.0,24.0,24.0
311,312,1,1,0,18.0,2,2,262.375,2.0,2.0,18.0,18.0,18.0,18.0,18.0
312,313,0,2,0,26.0,1,1,26.0,1.0,1.0,26.0,26.0,26.0,26.0,26.0
313,314,0,3,1,28.0,0,0,7.8958,1.0,1.0,28.0,28.0,28.0,28.0,28.0
314,315,0,2,1,43.0,1,1,26.25,1.0,1.0,43.0,43.0,43.0,43.0,43.0
315,316,1,3,0,26.0,0,0,7.8542,1.0,1.0,26.0,26.0,26.0,26.0,26.0
316,317,1,2,0,24.0,1,0,26.0,1.0,1.0,24.0,24.0,24.0,24.0,24.0
317,318,0,2,1,54.0,0,0,14.0,1.0,1.0,54.0,54.0,54.0,54.0,54.0
318,319,1,1,0,31.0,0,2,164.8667,1.0,1.0,31.0,31.0,31.0,31.0,31.0
319,320,1,1,0,40.0,1,1,134.5,2.0,2.0,40.0,40.0,40.0,40.0,40.0
320,321,0,3,1,22.0,0,0,7.25,1.0,1.0,22.0,22.0,22.0,22.0,22.0
321,322,0,3,1,27.0,0,0,7.8958,1.0,1.0,27.0,27.0,27.0,27.0,27.0
322,323,1,2,0,30.0,0,0,12.35,3.0,3.0,30.0,30.0,30.0,30.0,30.0
323,324,1,2,0,22.0,1,1,29.0,1.0,1.0,22.0,22.0,22.0,22.0,22.0
324,325,0,3,1,,8,2,69.55,1.0,1.0,29.69911764705882,28.0,79.0,-5.331928376440793,-5.0
325,326,1,1,0,36.0,0,0,135.6333,2.0,2.0,36.0,36.0,36.0,36.0,36.0
326,327,0,3,1,61.0,0,0,6.2375,1.0,1.0,61.0,61.0,61.0,61.0,61.0
327,328,1,2,0,36.0,0,0,13.0,1.0,1.0,36.0,36.0,36.0,36.0,36.0
328,329,1,3,0,31.0,1,1,20.525,1.0,1.0,31.0,31.0,31.0,31.0,31.0
329,330,1,1,0,16.0,0,1,57.9792,2.0,2.0,16.0,16.0,16.0,16.0,16.0
330,331,1,3,0,,2,0,23.25,3.0,3.0,29.69911764705882,28.0,37.0,14.553688511262905,15.0
331,332,0,1,1,45.5,0,0,28.5,1.0,1.0,45.5,45.5,45.5,45.5,45.5
332,333,0,1,1,38.0,0,1,153.4625,1.0,1.0,38.0,38.0,38.0,38.0,38.0
333,334,0,3,1,16.0,2,0,18.0,1.0,1.0,16.0,16.0,16.0,16.0,16.0
334,335,1,1,0,,1,0,133.65,1.0,1.0,29.69911764705882,28.0,41.0,32.63023307265517,32.0
335,336,0,3,1,,0,0,7.8958,1.0,1.0,29.69911764705882,28.0,58.0,29.046190417633195,30.0
336,337,0,1,1,29.0,1,0,66.6,1.0,1.0,29.0,29.0,29.0,29.0,29.0
337,338,1,1,0,41.0,0,0,134.5,2.0,2.0,41.0,41.0,41.0,41.0,41.0
338,339,1,3,1,45.0,0,0,8.05,1.0,1.0,45.0,45.0,45.0,45.0,45.0
339,340,0,1,1,45.0,0,0,35.5,1.0,1.0,45.0,45.0,45.0,45.0,45.0
340,341,1,2,1,2.0,1,1,26.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
341,342,1,1,0,24.0,3,2,263.0,1.0,1.0,24.0,24.0,24.0,24.0,24.0
342,343,0,2,1,28.0,0,0,13.0,1.0,1.0,28.0,28.0,28.0,28.0,28.0
343,344,0,2,1,25.0,0,0,13.0,1.0,1.0,25.0,25.0,25.0,25.0,25.0
344,345,0,2,1,36.0,0,0,13.0,1.0,1.0,36.0,36.0,36.0,36.0,36.0
345,346,1,2,0,24.0,0,0,13.0,1.0,1.0,24.0,24.0,24.0,24.0,24.0
346,347,1,2,0,40.0,0,0,13.0,1.0,1.0,40.0,40.0,40.0,40.0,40.0
347,348,1,3,0,,1,0,16.1,1.0,1.0,29.69911764705882,28.0,15.0,20.541356179803664,20.0
348,349,1,3,1,3.0,1,1,15.9,1.0,1.0,3.0,3.0,3.0,3.0,3.0
349,350,0,3,1,42.0,0,0,8.6625,1.0,1.0,42.0,42.0,42.0,42.0,42.0
350,351,0,3,1,23.0,0,0,9.225,1.0,1.0,23.0,23.0,23.0,23.0,23.0
351,352,0,1,1,,0,0,35.0,1.0,1.0,29.69911764705882,28.0,67.0,41.95543445168556,41.0
352,353,0,3,1,15.0,1,1,7.2292,2.0,2.0,15.0,15.0,15.0,15.0,15.0
353,354,0,3,1,25.0,1,0,17.8,1.0,1.0,25.0,25.0,25.0,25.0,25.0
354,355,0,3,1,,0,0,7.225,2.0,2.0,29.69911764705882,28.0,36.0,28.130292773792092,28.0
355,356,0,3,1,28.0,0,0,9.5,1.0,1.0,28.0,28.0,28.0,28.0,28.0
356,357,1,1,0,22.0,0,1,55.0,1.0,1.0,22.0,22.0,22.0,22.0,22.0
357,358,0,2,0,38.0,0,0,13.0,1.0,1.0,38.0,38.0,38.0,38.0,38.0
358,359,1,3,0,,0,0,7.8792,3.0,3.0,29.69911764705882,28.0,58.0,22.85080838184661,22.0
359,360,1,3,0,,0,0,7.8792,3.0,3.0,29.69911764705882,28.0,55.0,22.85080838184661,23.0
360,361,0,3,1,40.0,1,4,27.9,1.0,1.0,40.0,40.0,40.0,40.0,40.0
361,362,0,2,1,29.0,1,0,27.7208,2.0,2.0,29.0,29.0,29.0,29.0,29.0
362,363,0,3,0,45.0,0,1,14.4542,2.0,2.0,45.0,45.0,45.0,45.0,45.0
363,364,0,3,1,35.0,0,0,7.05,1.0,1.0,35.0,35.0,35.0,35.0,35.0
364,365,0,3,1,,1,0,15.5,3.0,3.0,29.69911764705882,28.0,16.0,23.0544030358992,23.0
365,366,0,3,1,30.0,0,0,7.25,1.0,1.0,30.0,30.0,30.0,30.0,30.0
366,367,1,1,0,60.0,1,0,75.25,2.0,2.0,60.0,60.0,60.0,60.0,60.0
367,368,1,3,0,,0,0,7.2292,2.0,2.0,29.69911764705882,28.0,20.0,23.778686028298097,24.0
368,369,1,3,0,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,19.0,22.851980259751862,23.0
369,370,1,1,0,24.0,0,0,69.3,2.0,2.0,24.0,24.0,24.0,24.0,24.0
370,371,1,1,1,25.0,1,0,55.4417,2.0,2.0,25.0,25.0,25.0,25.0,25.0
371,372,0,3,1,18.0,1,0,6.4958,1.0,1.0,18.0,18.0,18.0,18.0,18.0
372,373,0,3,1,19.0,0,0,8.05,1.0,1.0,19.0,19.0,19.0,19.0,19.0
373,374,0,1,1,22.0,0,0,135.6333,2.0,2.0,22.0,22.0,22.0,22.0,22.0
374,375,0,3,0,3.0,3,1,21.075,1.0,1.0,3.0,3.0,3.0,3.0,3.0
375,376,1,1,0,,1,0,82.1708,2.0,2.0,29.69911764705882,28.0,71.0,32.17518095018698,32.0
376,377,1,3,0,22.0,0,0,7.25,1.0,1.0,22.0,22.0,22.0,22.0,22.0
377,378,0,1,1,27.0,0,2,211.5,2.0,2.0,27.0,27.0,27.0,27.0,27.0
378,379,0,3,1,20.0,0,0,4.0125,2.0,2.0,20.0,20.0,20.0,20.0,20.0
379,380,0,3,1,19.0,0,0,7.775,1.0,1.0,19.0,19.0,19.0,19.0,19.0
380,381,1,1,0,42.0,0,0,227.525,2.0,2.0,42.0,42.0,42.0,42.0,42.0
381,382,1,3,0,1.0,0,2,15.7417,2.0,2.0,1.0,1.0,1.0,1.0,1.0
382,383,0,3,1,32.0,0,0,7.925,1.0,1.0,32.0,32.0,32.0,32.0,32.0
383,384,1,1,0,35.0,1,0,52.0,1.0,1.0,35.0,35.0,35.0,35.0,35.0
384,385,0,3,1,,0,0,7.8958,1.0,1.0,29.69911764705882,28.0,4.0,29.046190417633195,28.0
385,386,0,2,1,18.0,0,0,73.5,1.0,1.0,18.0,18.0,18.0,18.0,18.0
386,387,0,3,1,1.0,5,2,46.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0
387,388,1,2,0,36.0,0,0,13.0,1.0,1.0,36.0,36.0,36.0,36.0,36.0
388,389,0,3,1,,0,0,7.7292,3.0,3.0,29.69911764705882,28.0,48.0,27.203737571602108,27.0
389,390,1,2,0,17.0,0,0,12.0,2.0,2.0,17.0,17.0,17.0,17.0,17.0
390,391,1,1,1,36.0,1,2,120.0,1.0,1.0,36.0,36.0,36.0,36.0,36.0
391,392,1,3,1,21.0,0,0,7.7958,1.0,1.0,21.0,21.0,21.0,21.0,21.0
392,393,0,3,1,28.0,2,0,7.925,1.0,1.0,28.0,28.0,28.0,28.0,28.0
393,394,1,1,0,23.0,1,0,113.275,2.0,2.0,23.0,23.0,23.0,23.0,23.0
394,395,1,3,0,24.0,0,2,16.7,1.0,1.0,24.0,24.0,24.0,24.0,24.0
395,396,0,3,1,22.0,0,0,7.7958,1.0,1.0,22.0,22.0,22.0,22.0,22.0
396,397,0,3,0,31.0,0,0,7.8542,1.0,1.0,31.0,31.0,31.0,31.0,31.0
397,398,0,2,1,46.0,0,0,26.0,1.0,1.0,46.0,46.0,46.0,46.0,46.0
398,399,0,2,1,23.0,0,0,10.5,1.0,1.0,23.0,23.0,23.0,23.0,23.0
399,400,1,2,0,28.0,0,0,12.65,1.0,1.0,28.0,28.0,28.0,28.0,28.0
400,401,1,3,1,39.0,0,0,7.925,1.0,1.0,39.0,39.0,39.0,39.0,39.0
401,402,0,3,1,26.0,0,0,8.05,1.0,1.0,26.0,26.0,26.0,26.0,26.0
402,403,0,3,0,21.0,1,0,9.825,1.0,1.0,21.0,21.0,21.0,21.0,21.0
403,404,0,3,1,28.0,1,0,15.85,1.0,1.0,28.0,28.0,28.0,28.0,28.0
404,405,0,3,0,20.0,0,0,8.6625,1.0,1.0,20.0,20.0,20.0,20.0,20.0
405,406,0,2,1,34.0,1,0,21.0,1.0,1.0,34.0,34.0,34.0,34.0,34.0
406,407,0,3,1,51.0,0,0,7.75,1.0,1.0,51.0,51.0,51.0,51.0,51.0
407,408,1,2,1,3.0,1,1,18.75,1.0,1.0,3.0,3.0,3.0,3.0,3.0
408,409,0,3,1,21.0,0,0,7.775,1.0,1.0,21.0,21.0,21.0,21.0,21.0
409,410,0,3,0,,3,1,25.4667,1.0,1.0,29.69911764705882,28.0,12.0,11.704650923411073,12.0
410,411,0,3,1,,0,0,7.8958,1.0,1.0,29.69911764705882,28.0,77.0,29.046190417633195,29.0
411,412,0,3,1,,0,0,6.8583,3.0,3.0,29.69911764705882,28.0,53.0,27.21163686314767,27.0
412,413,1,1,0,33.0,1,0,90.0,3.0,3.0,33.0,33.0,33.0,33.0,33.0
413,414,0,2,1,,0,0,0.0,1.0,1.0,29.69911764705882,28.0,23.0,35.69535051611548,36.0
414,415,1,3,1,44.0,0,0,7.925,1.0,1.0,44.0,44.0,44.0,44.0,44.0
415,416,0,3,0,,0,0,8.05,1.0,1.0,29.69911764705882,28.0,51.0,24.693223132775515,26.0
416,417,1,2,0,34.0,1,1,32.5,1.0,1.0,34.0,34.0,34.0,34.0,34.0
417,418,1,2,0,18.0,0,2,13.0,1.0,1.0,18.0,18.0,18.0,18.0,18.0
418,419,0,2,1,30.0,0,0,13.0,1.0,1.0,30.0,30.0,30.0,30.0,30.0
419,420,0,3,0,10.0,0,2,24.15,1.0,1.0,10.0,10.0,10.0,10.0,10.0
420,421,0,3,1,,0,0,7.8958,2.0,2.0,29.69911764705882,28.0,8.0,28.124208441757684,29.0
421,422,0,3,1,21.0,0,0,7.7333,3.0,3.0,21.0,21.0,21.0,21.0,21.0
422,423,0,3,1,29.0,0,0,7.875,1.0,1.0,29.0,29.0,29.0,29.0,29.0
423,424,0,3,0,28.0,1,1,14.4,1.0,1.0,28.0,28.0,28.0,28.0,28.0
424,425,0,3,1,18.0,1,1,20.2125,1.0,1.0,18.0,18.0,18.0,18.0,18.0
425,426,0,3,1,,0,0,7.25,1.0,1.0,29.69911764705882,28.0,62.0,29.05204799310699,30.0
426,427,1,2,0,28.0,1,0,26.0,1.0,1.0,28.0,28.0,28.0,28.0,28.0
427,428,1,2,0,19.0,0,0,26.0,1.0,1.0,19.0,19.0,19.0,19.0,19.0
428,429,0,3,1,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,11.0,27.203548910143677,26.0
429,430,1,3,1,32.0,0,0,8.05,1.0,1.0,32.0,32.0,32.0,32.0,32.0
430,431,1,1,1,28.0,0,0,26.55,1.0,1.0,28.0,28.0,28.0,28.0,28.0
431,432,1,3,0,,1,0,16.1,1.0,1.0,29.69911764705882,28.0,75.0,20.541356179803664,20.0
432,433,1,2,0,42.0,1,0,26.0,1.0,1.0,42.0,42.0,42.0,42.0,42.0
433,434,0,3,1,17.0,0,0,7.125,1.0,1.0,17.0,17.0,17.0,17.0,17.0
434,435,0,1,1,50.0,1,0,55.9,1.0,1.0,50.0,50.0,50.0,50.0,50.0
435,436,1,1,0,14.0,1,2,120.0,1.0,1.0,14.0,14.0,14.0,14.0,14.0
436,437,0,3,0,21.0,2,2,34.375,1.0,1.0,21.0,21.0,21.0,21.0,21.0
437,438,1,2,0,24.0,2,3,18.75,1.0,1.0,24.0,24.0,24.0,24.0,24.0
438,439,0,1,1,64.0,1,4,263.0,1.0,1.0,64.0,64.0,64.0,64.0,64.0
439,440,0,2,1,31.0,0,0,10.5,1.0,1.0,31.0,31.0,31.0,31.0,31.0
440,441,1,2,0,45.0,1,1,26.25,1.0,1.0,45.0,45.0,45.0,45.0,45.0
441,442,0,3,1,20.0,0,0,9.5,1.0,1.0,20.0,20.0,20.0,20.0,20.0
442,443,0,3,1,25.0,1,0,7.775,1.0,1.0,25.0,25.0,25.0,25.0,25.0
443,444,1,2,0,28.0,0,0,13.0,1.0,1.0,28.0,28.0,28.0,28.0,28.0
444,445,1,3,1,,0,0,8.1125,1.0,1.0,29.69911764705882,28.0,0.0,29.04422489176579,29.0
445,446,1,1,1,4.0,0,2,81.8583,1.0,1.0,4.0,4.0,4.0,4.0,4.0
446,447,1,2,0,13.0,0,1,19.5,1.0,1.0,13.0,13.0,13.0,13.0,13.0
447,448,1,1,1,34.0,0,0,26.55,1.0,1.0,34.0,34.0,34.0,34.0,34.0
448,449,1,3,0,5.0,2,1,19.2583,2.0,2.0,5.0,5.0,5.0,5.0,5.0
449,450,1,1,1,52.0,0,0,30.5,1.0,1.0,52.0,52.0,52.0,52.0,52.0
450,451,0,2,1,36.0,1,2,27.75,1.0,1.0,36.0,36.0,36.0,36.0,36.0
451,452,0,3,1,,1,0,19.9667,1.0,1.0,29.69911764705882,28.0,48.0,24.857852846478362,24.0
452,453,0,1,1,30.0,0,0,27.75,2.0,2.0,30.0,30.0,30.0,30.0,30.0
453,454,1,1,1,49.0,1,0,89.1042,2.0,2.0,49.0,49.0,49.0,49.0,49.0
454,455,0,3,1,,0,0,8.05,1.0,1.0,29.69911764705882,28.0,28.0,29.044791783167327,29.0
455,456,1,3,1,29.0,0,0,7.8958,2.0,2.0,29.0,29.0,29.0,29.0,29.0
456,457,0,1,1,65.0,0,0,26.55,1.0,1.0,65.0,65.0,65.0,65.0,65.0
457,458,1,1,0,,1,0,51.8625,1.0,1.0,29.69911764705882,28.0,42.0,33.37206716070531,33.0
458,459,1,2,0,50.0,0,0,10.5,1.0,1.0,50.0,50.0,50.0,50.0,50.0
459,460,0,3,1,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,49.0,27.203548910143677,27.0
460,461,1,1,1,48.0,0,0,26.55,1.0,1.0,48.0,48.0,48.0,48.0,48.0
461,462,0,3,1,34.0,0,0,8.05,1.0,1.0,34.0,34.0,34.0,34.0,34.0
462,463,0,1,1,47.0,0,0,38.5,1.0,1.0,47.0,47.0,47.0,47.0,47.0
463,464,0,2,1,48.0,0,0,13.0,1.0,1.0,48.0,48.0,48.0,48.0,48.0
464,465,0,3,1,,0,0,8.05,1.0,1.0,29.69911764705882,28.0,61.0,29.044791783167327,29.0
465,466,0,3,1,38.0,0,0,7.05,1.0,1.0,38.0,38.0,38.0,38.0,38.0
466,467,0,2,1,,0,0,0.0,1.0,1.0,29.69911764705882,28.0,44.0,35.69535051611548,35.0
467,468,0,1,1,56.0,0,0,26.55,1.0,1.0,56.0,56.0,56.0,56.0,56.0
468,469,0,3,1,,0,0,7.725,3.0,3.0,29.69911764705882,28.0,0.0,27.203775666704292,27.0
469,470,1,3,0,0.75,2,1,19.2583,2.0,2.0,0.75,0.75,0.75,0.75,0.75
470,471,0,3,1,,0,0,7.25,1.0,1.0,29.69911764705882,28.0,64.0,29.05204799310699,29.0
471,472,0,3,1,38.0,0,0,8.6625,1.0,1.0,38.0,38.0,38.0,38.0,38.0
472,473,1,2,0,33.0,1,2,27.75,1.0,1.0,33.0,33.0,33.0,33.0,33.0
473,474,1,2,0,23.0,0,0,13.7917,2.0,2.0,23.0,23.0,23.0,23.0,23.0
474,475,0,3,0,22.0,0,0,9.8375,1.0,1.0,22.0,22.0,22.0,22.0,22.0
475,476,0,1,1,,0,0,52.0,1.0,1.0,29.69911764705882,28.0,45.0,41.80123999046775,42.0
476,477,0,2,1,34.0,1,0,21.0,1.0,1.0,34.0,34.0,34.0,34.0,34.0
477,478,0,3,1,29.0,1,0,7.0458,1.0,1.0,29.0,29.0,29.0,29.0,29.0
478,479,0,3,1,22.0,0,0,7.5208,1.0,1.0,22.0,22.0,22.0,22.0,22.0
479,480,1,3,0,2.0,0,1,12.2875,1.0,1.0,2.0,2.0,2.0,2.0,2.0
480,481,0,3,1,9.0,5,2,46.9,1.0,1.0,9.0,9.0,9.0,9.0,9.0
481,482,0,2,1,,0,0,0.0,1.0,1.0,29.69911764705882,28.0,11.0,35.69535051611548,36.0
482,483,0,3,1,50.0,0,0,8.05,1.0,1.0,50.0,50.0,50.0,50.0,50.0
483,484,1,3,0,63.0,0,0,9.5875,1.0,1.0,63.0,63.0,63.0,63.0,63.0
484,485,1,1,1,25.0,1,0,91.0792,2.0,2.0,25.0,25.0,25.0,25.0,25.0
485,486,0,3,0,,3,1,25.4667,1.0,1.0,29.69911764705882,28.0,46.0,11.704650923411073,11.0
486,487,1,1,0,35.0,1,0,90.0,1.0,1.0,35.0,35.0,35.0,35.0,35.0
487,488,0,1,1,58.0,0,0,29.7,2.0,2.0,58.0,58.0,58.0,58.0,58.0
488,489,0,3,1,30.0,0,0,8.05,1.0,1.0,30.0,30.0,30.0,30.0,30.0
489,490,1,3,1,9.0,1,1,15.9,1.0,1.0,9.0,9.0,9.0,9.0,9.0
490,491,0,3,1,,1,0,19.9667,1.0,1.0,29.69911764705882,28.0,62.0,24.857852846478362,25.0
491,492,0,3,1,21.0,0,0,7.25,1.0,1.0,21.0,21.0,21.0,21.0,21.0
492,493,0,1,1,55.0,0,0,30.5,1.0,1.0,55.0,55.0,55.0,55.0,55.0
493,494,0,1,1,71.0,0,0,49.5042,2.0,2.0,71.0,71.0,71.0,71.0,71.0
494,495,0,3,1,21.0,0,0,8.05,1.0,1.0,21.0,21.0,21.0,21.0,21.0
495,496,0,3,1,,0,0,14.4583,2.0,2.0,29.69911764705882,28.0,53.0,28.064684844596393,29.0
496,497,1,1,0,54.0,1,0,78.2667,2.0,2.0,54.0,54.0,54.0,54.0,54.0
497,498,0,3,1,,0,0,15.1,1.0,1.0,29.69911764705882,28.0,50.0,28.980846433074056,29.0
498,499,0,1,0,25.0,1,2,151.55,1.0,1.0,25.0,25.0,25.0,25.0,25.0
499,500,0,3,1,24.0,0,0,7.7958,1.0,1.0,24.0,24.0,24.0,24.0,24.0
500,501,0,3,1,17.0,0,0,8.6625,1.0,1.0,17.0,17.0,17.0,17.0,17.0
501,502,0,3,0,21.0,0,0,7.75,3.0,3.0,21.0,21.0,21.0,21.0,21.0
502,503,0,3,0,,0,0,7.6292,3.0,3.0,29.69911764705882,28.0,7.0,22.85307594745275,23.0
503,504,0,3,0,37.0,0,0,9.5875,1.0,1.0,37.0,37.0,37.0,37.0,37.0
504,505,1,1,0,16.0,0,0,86.5,1.0,1.0,16.0,16.0,16.0,16.0,16.0
505,506,0,1,1,18.0,1,0,108.9,2.0,2.0,18.0,18.0,18.0,18.0,18.0
506,507,1,2,0,33.0,0,2,26.0,1.0,1.0,33.0,33.0,33.0,33.0,33.0
507,508,1,1,1,,0,0,26.55,1.0,1.0,29.69911764705882,28.0,58.0,42.032078169173246,43.0
508,509,0,3,1,28.0,0,0,22.525,1.0,1.0,28.0,28.0,28.0,28.0,28.0
509,510,1,3,1,26.0,0,0,56.4958,1.0,1.0,26.0,26.0,26.0,26.0,26.0
510,511,1,3,1,29.0,0,0,7.75,3.0,3.0,29.0,29.0,29.0,29.0,29.0
511,512,0,3,1,,0,0,8.05,1.0,1.0,29.69911764705882,28.0,7.0,29.044791783167327,30.0
512,513,1,1,1,36.0,0,0,26.2875,1.0,1.0,36.0,36.0,36.0,36.0,36.0
513,514,1,1,0,54.0,1,0,59.4,2.0,2.0,54.0,54.0,54.0,54.0,54.0
514,515,0,3,1,24.0,0,0,7.4958,1.0,1.0,24.0,24.0,24.0,24.0,24.0
515,516,0,1,1,47.0,0,0,34.0208,1.0,1.0,47.0,47.0,47.0,47.0,47.0
516,517,1,2,0,34.0,0,0,10.5,1.0,1.0,34.0,34.0,34.0,34.0,34.0
517,518,0,3,1,,0,0,24.15,3.0,3.0,29.69911764705882,28.0,78.0,27.054796606380606,27.0
518,519,1,2,0,36.0,1,0,26.0,1.0,1.0,36.0,36.0,36.0,36.0,36.0
519,520,0,3,1,32.0,0,0,7.8958,1.0,1.0,32.0,32.0,32.0,32.0,32.0
520,521,1,1,0,30.0,0,0,93.5,1.0,1.0,30.0,30.0,30.0,30.0,30.0
521,522,0,3,1,22.0,0,0,7.8958,1.0,1.0,22.0,22.0,22.0,22.0,22.0
522,523,0,3,1,,0,0,7.225,2.0,2.0,29.69911764705882,28.0,10.0,28.130292773792092,28.0
523,524,1,1,0,44.0,0,1,57.9792,2.0,2.0,44.0,44.0,44.0,44.0,44.0
524,525,0,3,1,,0,0,7.2292,2.0,2.0,29.69911764705882,28.0,13.0,28.13025467868991,29.0
525,526,0,3,1,40.5,0,0,7.75,3.0,3.0,40.5,40.5,40.5,40.5,40.5
526,527,1,2,0,50.0,0,0,10.5,1.0,1.0,50.0,50.0,50.0,50.0,50.0
527,528,0,1,1,,0,0,221.7792,1.0,1.0,29.69911764705882,28.0,1.0,40.26129809223291,41.0
528,529,0,3,1,39.0,0,0,7.925,1.0,1.0,39.0,39.0,39.0,39.0,39.0
529,530,0,2,1,23.0,2,1,11.5,1.0,1.0,23.0,23.0,23.0,23.0,23.0
530,531,1,2,0,2.0,1,1,26.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
531,532,0,3,1,,0,0,7.2292,2.0,2.0,29.69911764705882,28.0,47.0,28.13025467868991,28.0
532,533,0,3,1,17.0,1,1,7.2292,2.0,2.0,17.0,17.0,17.0,17.0,17.0
533,534,1,3,0,,0,2,22.3583,2.0,2.0,29.69911764705882,28.0,22.0,22.45337282418585,23.0
534,535,0,3,0,30.0,0,0,8.6625,1.0,1.0,30.0,30.0,30.0,30.0,30.0
535,536,1,2,0,7.0,0,2,26.25,1.0,1.0,7.0,7.0,7.0,7.0,7.0
536,537,0,1,1,45.0,0,0,26.55,1.0,1.0,45.0,45.0,45.0,45.0,45.0
537,538,1,1,0,30.0,0,0,106.425,2.0,2.0,30.0,30.0,30.0,30.0,30.0
